,text,advertiser_name,platform,words,m_label,
242,as governor i will make sure that every woman can make her own decisions about her own body her own health care and her own future donate now to help me defeat greg abbott and protect women s rights in the state of texas,Beto for Texas,facebook,"health care,health,donate","donation,health",
243,we have a new small business in town melody movement studio thank you ella zhang for investing in fort bend and bringing this beautiful studio boutique and event space to richmond can t wait for their grand opening in september teamdexter teamfortbend investedinfortbend dexter4comissioner fortbendcounty fortbend fortbendtx texas richmond rosenberg kendleton missionbend buildingabettertomorrow newenergy dexterforfortbeni,The Dexter McCoy Campaign,facebook,small business,economic,
244,early voting starts today amd runs through may 3 2022 polls open at 8am the days times and mission polling locations are shown for convenience you can also vote at any hidalgo county polling location which are also shown i am ready to serve 4 more years but i can t do it alone i humbly ask for your support and vote don t let mission regress let s continue the progress together i ask that you please choose 3 on the ballot armando doc o caña 4moreyears docwinsmissionwins letscontinuetheprogresstogether missionfirst missionproud missionismyvision,Veronica Inez O'Caña,facebook,no words,no topic,
245,early voting is going on right now at the hunt county voter administration office at 2217a washington st it would be an honor to have your vote,Anne Haynes,facebook,no words,no topic,
246,show your service pride with our new madeinamerica vietnam veteran caps the black cap is designed with an american eagle on the front that reads vietnam veteran and on the side reads some gave all all gave some this digital camo baseball cap features our very own unique digital camouflage pattern and has a velcro tab closure in the back this cap is embroidered with vietnam vet across the front and the vietnam service ribbon and country silhouette on the bill 100 made in the u s a by jwm wholesale in houston texas shop today bit ly jwmmia,Made In America Store,facebook,black,social and cultural,
247,on may 7 the future of the cy fair fire department will be decided vote 237 to re elect 2 deboer 3 mcdugle and 7 balez early voting has begun harris county emergency services district 9 www vote237 com,Vote 237 for ESD 9,facebook,no words,no topic,
248,hunt county tx news april 18 morning newscast greenville isd hosting two town hall meetings on bond proposal april 25,,facebook,no words,no topic,
249,yct stc very excited to announce to its students and community members that we the republican nominees for various offices this thursday april 28th 2022 6 30pm details below,Emanuel Martinez,facebook,nominees,governance,
250,vote leija for mayor he has a plan and vision for smart growth with citizen input he served our country and now he wants to continue to serve by building on his work as our councilman and edc president vote leija for mayor vote at city hall and then join us for a brisket taco at tibaldo s across the street from city hall,Fidencio Leija Jr Campaign,facebook,no words,no topic,
251,early voting is happening right now vote for emily eppright kirchner for fredericksburg city council today,Emily Kirchner Campaign,facebook,no words,no topic,
252,i m so grateful for the hundreds of eanes isd parents grandparents teachers and community members who have endorsed me thank you for your support and in advance for your vote early voting starts monday 4 25 from 7am 7pm at the eisd admin bldg 601 camp craft or riverbend centre 4214 n capital of texas hwy see you at the polls www heatherforeanes com eanesexcellence eanesproud heatherforeanes voteforheather reelectheather westlakenation,"Heather Sheffield for Eanes ISD School Board, Place 6",facebook,teachers,education,
253,if you agree that our future should not be put at risk so fossil fuel executives can line their pockets join our campaign savetexas,Texas Campaign for the Environment,facebook,"fossil fuel,fossil,fuel",environment,
254,new research from the university of texas warns that the lone star state could suffer economically if it fails to embrace the world s transition away from dirty fossil fuels ut scientists conclude that texas could decarbonize in less than 30 years and actually strengthen the state s economy by doing so hmmm so maybe we don t need all these proposed new oil and gas export terminals destroying the gulf coast,Texas Campaign for the Environment,facebook,"fossil fuels,export,economy,fossil","economic,environment,foreign policy",
255,texas death row inmate melissa lucio is scheduled to be executed this week for a crime that she may not have committed the concerns raised recently together with the new evidence presented call into serious question her 2007 conviction no court has yet to consider all available evidence as such in the interest of justice i strongly believe her execution must be halted so that the evidence in this tragic case can be fully heard in a court on an expedited re trial basis we all agree that capital punishment should be reserved for those cases in which no doubt exists of an individual s guilt i commend my good friend representative jeff leach for his courage and thoughtful leadership in this difficult situation to ensure justice is served,Tan Parker Campaign,facebook,"death row,capital punishment",safety,
256,i m heading into the final stretch of this runoff election with the momentum at my back because folks like you have stepped up to help make this campaign possible thank you to everyone in the community for all of your support to date let s keep the pressure on and finish this race strong register to vote by 4 25 early vote may 16 20 election day may 24 volunteer at casfortx com volunteer donate at casfortx com donate casfortx votecas countoncas txlege vote2022 runoffelection collincounty allen dallas plano richardson,Cassandra Garcia Hernandez for Texas,facebook,donate,donation,
257,it s finally here early voting begins tomorrow and we re so overwhelmed by the outpouring of love and support for our schools we ve seen from the klein community every vote counts so make your voice heard and we ll see you at the polls vote for all four early voting monday april 25 tuesday may 3 7am 7pm klein multipurpose center barbara bush library klein forest high school election day saturday may 7 7am 7pm most elementary schools in klein isd please visit harrisvotes com to find your most convenient polling location,Vote Yes Klein,facebook,school,education,
258,attention texas residents governor abbott has recently supported new health insurance programs designed specifically to help texans under 65 to qualify must not be on medicaid medicare income levels must be as followed household of 1 12 880 19 320 household of 2 17 420 26 130 household of 3 21 960 32 940 household of 4 26 500 39 750 household of 5 31 040 46 560 household of 6 35 580 53 370 household of 7 40 120 60 180 household of 8 44 660 66 990 benefits include 0 premium health insurance 0 dr office visit copay 0 deductible 0 prescriptions click below to get all of your benefits,Gabriel Brooks,facebook,"deductible,health,medicare,health insurance","health,social programs",
259,early voting starts tomorrow through may 3 2022 election day is may 7 2022 i am ready to serve 4 more years but i can t do it alone i humbly ask for your support and vote don t let mission regress let s continue the progress together i ask that you choose 3 on the ballot armando doc o caña 4moreyears docwinsmissionwins letscontinuetheprogresstogether missionfirst missionproud missionismyvision,Veronica Inez O'Caña,facebook,no words,no topic,
260,here is the exact wording of the bond proposal as it appears on the ballot the texas legislature requires that all bond elections even ones that have no tax rate increase include the statement this is a property tax increase their reasoning is that if the district doesn t pass bonds and accrue debt then tax rates would decrease so any new debt is labeled as a tax increase no matter the impact on the actual tax rate the passage of texas proposition 2 increasing the homestead exemption for school district property taxes would result in no tax increase property taxes would decrease vote yes for the wsisd school bond election day is may 7 aquí está la redacción exacta de la propuesta de bonos tal como aparece en la votación la legislatura de texas requiere que todas las elecciones de bonos incluso aquellas que no tienen aumento en la tasa impositiva tengan la declaración este es un aumento al impuesto predial su razonamiento es que si el distrito no aprueba bonos y acumula deuda las tasas impositivas disminuirían por lo que cualquier nueva deuda se etiqueta como un aumento de impuestos sin importar el impacto en la tasa impositiva real la aprobación de la proposición 2 de texas aumentar la exención de homestead para los impuestos a la propiedad del distrito escolar resultaría en ningún aumento de impuestos los impuestos a la propiedad disminuirían vote a favor del bono escolar de wsisd el día de las elecciones es el 7 de mayo,4thekids WSISD,facebook,"tax,tax rate,exemption,taxes,school","economic,education",
261,tray payne is project destiny texas choice for mayor of lubbock tray has served our community before as our assistant d a and will fight for our biblical conservative and pro life values of west texas early voting starts tomorrow april 25th make your voice heard and go vote,Project Destiny Texas,facebook,pro life,social and cultural,
262,please see the excellent article below by former texas land office commissioner jerry patterson and please be sure to read the entire article not just the title forum should we continue to celebrate texas independence day jerry patterson opinion contributor by joint resolution in 1871 the 14th texas legislature established march 2 as an official texas holiday to commemorate the adoption at washington on the brazos of the texas declaration of independence since then many millions of texas schoolchildren have been taught that march 2 1836 is no less significant than july 4 1776 the day is often celebrated with parades ceremonies and children s choirs singing texas our texas all hail the mighty state remembering the words of bob wills and tommy duncan s western swing classic song time changes everything it now appears there s an ever growing list of woke texans who claim it is time to change how texans view the events of 1836 in their mind it was all about slavery and oppression houston chronicle reporter and author chris tomlinson wrote the texas revolt and it s signature battle were as much about slavery as they were about defending liberty and a new generation of texans who are majority hispanic are tired of listening to lies created to justify making texas an empire to slavery the san antonio city councilman in charge of the current alamo restoration project roberto trevino has described the alamo story as wrong and bunk and says it perpetuates a lie university of texas history professor jorge cañizares esguerra recently made the ludicrous claim that santa anna immediately after brutally suppressing another rebellion in zacatecas killing 2 000 non combatants marched his army into texas in february 1836 not for the purpose of suppressing another rebellion but rather to liberate slaves on east texas plantations i guess we are to believe santa anna got lost and ended up in san antonio de bexar instead cañizares esguerra also described the alamo as the largest statue to the confederacy in this country notwithstanding the fact the alamo battle predates the confederacy by 25 years if the texas revolution was about slavery how does one explain the non slave holding mexican states of zacatecas yucatan tabasco nuevo leon and tamaulipas being in rebellion at the same time texas fought for and existed as an independent nation their reasons for rebellion were the same as texas and slavery wasn t among them while the grievances were shared the outcomes were not in this rebellion against tyranny by a half a dozen mexican states only texas achieved independence the spark that started hostilities was not slavery instead it was santa anna s enactment of siete leyes seven laws in october 1835 which repealed the constitution of 1824 made santa anna dictator abolished all state legislatures and made the states departments with appointed not elected governors in response on nov 3 59 delegates from across texas meeting in what was described as the consultation published their reasons for taking up arms slavery was not among those reasons on march 2 1836 the texas declaration of independence was adopted grievances were listed the document was not without specificity and listed four general and 14 detailed causes for seeking independence slavery was not one of those reasons nor was it even mentioned if slavery were a cause of rebellion it could not have ranked any higher than no 19 the claim that the march 2 declaration of independence initiated a war of anglos against mexicans is also meritless the vice president of the new republic was lorenzo de zavala at least nine tejanos died at the alamo juan seguin s cavalry detachment at san jacinto consisted of up to 25 tejano cavalrymen while these numbers may seem small in 1836 anglos vastly outnumbered tejanos in the population of texas i do not subscribe to the premise that all texas history is glorious and inspiring there are shameful chapters and there are myths we must tell the whole story of texas warts and all i sponsored legislation to place a juneteenth monument at the texas capitol and i sponsored a commemorative license plate to raise funds for the buffalo soldier museum in houston i was deeply involved in producing the recent pbs documentary porvenir texas revealing a little known massacre of innocent tejanos by texas rangers in 1918 however where those i mentioned above as examples of this movement to disparage texas history have the high ground is their belief that we haven t been completely honest in telling the texas story they re right we have not for too long we have ignored or hidden the dark chapters of texas history and we have failed to recognize the contributions of other ethnicities that didn t conveniently fit our comfortable narrative today we can be honest about our history the good the bad and the ugly we can also celebrate texas independence day those two endeavors are not mutually exclusive god bless texas jerry patterson is a former state senator former texas land commissioner and retired marine vietnam veteran he resides in austin rick range p s please share this most enlightening article and ask them to do likewise,Save The Alamo Committee,facebook,"mexicans,massacre,laws,constitution","governance,immigration,safety,social and cultural",
263,alamo disrespecting george p bush may kill family s political dynasty please see the excellent article by isabel vincent that just came out in the new york post on march 4 describing the potential downfall of george p bush the piece goes into quite a bit of detail about the impact that all of us have had in the fight to save the alamo you can press this link to see the original we have also posted the full article below alamo disrespecting george p bush may kill family s political dynasty by isabel vincent march 4 2022 7 40am new york post at first glance george prescott bush seems the ideal political candidate in a state where his family has been a powerful dynasty for decades the telegenic texas lawyer is a grandson of 41st us president george h w bush and the nephew of george w bush the 43rd he is the eldest son of two term florida gov jeb bush and the great grandson of us sen prescott bush of connecticut the war veteran and father of two married to blond lawyer amanda williams bush is also mexican american on his mother s side and speaks fluent spanish but that might not be enough according to critics who accuse him of being the black sheep of the family and disrespecting the alamo texas most treasured symbol by bringing in modern minded out of staters for its restoration on tuesday bush 45 and incumbent ken paxton beat two other republican candidates vying to be the party s pick in the attorney general s race now a critical may runoff will determine whether the fourth generation scion will be able to shore up the family s political legacy in the lone star state analysts say but that s another problem the bush name is not popular in texas anymore luke twombly a dallas based political consultant and former communications director of the texas republican party told the post paxton the texas attorney general since 2015 has been indicted on securities fraud charges and accused of bribery and misuse of office in a civil whistleblower lawsuit but still has the support of the state s conservatives he also has the endorsement of former president donald trump a situation bush hopes to reverse by invoking trump in his campaign ads which don t mention the titans in his own family under the leadership of president trump our country was strong and vibrant again says bush in a campaign video at another point in the ad he notes like president trump i will not sit idly by while our freedoms are under attack because texas must lead the way in fighting this radical agenda if bush is trying to capitalize on his devotion to trump his opponents hope to end the bush family s political dominance in texas which began after george h w moved with his wife barbara from connecticut to the lone star state in 1948 to work in the oil business if conservatives unite we can end the bush dynasty paxton told a lubbock radio station wednesday the bushes have had their chances it s time for the dynasty to end bush commissioner of the general land office in texas has faced withering criticism from both democrats and fellow republicans for his work restoring the alamo historic site he s also been under scrutiny for his agency s administration of veterans homes where the covid fatality rate was 25 percent at seven out of nine facilities more than double the rate at the state s other nursing homes during the height of the pandemic in his eagerness to seek endorsements from trump bush has broken with members of his own family becoming the black sheep of a clan that has little patience for trump s hold on the republican party i can t imagine that george p is getting a lot of love from his family in pursuit of the trump endorsement said twombly although he likely needs trump s endorsement to win the race others say bush lacks the same leadership genes that propelled his relatives to political victory well maybe he s not exactly a black sheep but bush is not the guy jerry patterson bush s predecessor on the general land office told the post i knew 41 and 43 and bush is not a guy who is a leader he s a decent enough fellow but if you want someone to make hard decisions he s out of it he avoids controversy puts his head down as commissioner of the glo he has played fast and loose with the alamo the state s most sacred historic site he added patterson was so incensed with what he called bush s lack of transparency and bungling of the monument s restoration that he decided to run against him to get his old job back in 2018 when patterson lost to bush in the republican primary for the commissioner s job he decided to back bush s democratic opponent miguel suazo in the commissioner s race he wasn t the only one never in my memory have all primary opponents of a republican candidate either endorsed the primary winner s democratic opponent or stated publicly they wouldn t vote for the republican primary winner patterson said in addition to patterson losing republican primary opponents in the race rick range davey edward and david watts all refused to back bush there are things that are more important than your party said patterson who ran the glo between 2003 and 2015 the alamo is texas among the criticisms of bush s work on the restoration of the site which will include a new museum with a rooftop garden is a lack of transparency and the hiring of a philadelphia design firm that suggested incorporating modern glass walls calling in all these out of state so called experts who knew nothing about the alamo nothing about what it means to texas was bush s first mistake according to range a retired firefighter in an interview with the texas monthly he cannot be trusted with the future of the alamo range told the magazine he s flip flopped more times than a catfish stranded on the bank of a river despite the criticisms bush prominently features images of the alamo in his campaign ads which also include several references to trump s domestic policy greatest hits in his latest ad bush reminds viewers that he is a former navy officer deployed to afghanistan and promises to finish trump s wall he is filmed in dark glasses riding an all terrain vehicle in the shadow of the wall that marks the southern border with mexico it s such bulls t said patterson every damned politician talks about the wall but the attorney general has no impact on shutting down the border it s all bulls t it s almost what you have to do if you are a republican in texas still patterson like others is hesitant to write off bush just yet do i think he has a chance he said i think he has a chance bush s campaign and spokesman did not return the post s calls and emails thursday,Save The Alamo Committee,facebook,"border,black,covid,pandemic","covid,immigration,social and cultural",
264,phenomenal alamo diorama now on display in dallas please see this great article by michael granberry about the dallas alamo diorama for dallas hall of state remember the alamo means a sprawling 2 000 piece centennial exhibit pennsylvania artist thomas feely chose to debut the work in dallas and not at the alamo in san antonio by michael granberry dallas morning news 10 05 am on mar 24 2022 the battle of the alamo took place in 1836 and played a pivotal role in texas becoming its own nation before emerging as the 28th state in 1845 but 186 years after the battle with mexico the alamo remains a source of mystery and intrigue for millions not to mention controversy for one when most people think of the alamo they think of the mission façade which remains a major national landmark in san antonio the truth is the battle and the grounds of the alamo occupied a much larger land mass upon which more than 2 000 people fought and about 500 died according to stephen harrigan author of the widely celebrated book the gates of the alamo published in 2000 for those wanting to know more the dallas historical society will unveil on march 29 at the hall of state in fair park a major exhibition that documents the full scope of the 13 day battle it occupies a 14 by 24 foot canvas in the basement of the building featuring more than 2 000 handcrafted miniatures the name of this diorama is texas liberty forever the battle of the alamo says karl chiao executive director of the dallas historical society which has occupied the hall of state as a tenant since 1938 that was two years after fair park and the state fair of texas served as the central exposition site of the texas centennial celebration to which president franklin d roosevelt paid a visit the sweeping diorama which the hall of state hopes will lure thousands of visitors to fair park is the creation of an artist named thomas feely who chiao describes as a 75 year old who lives in the woods in rural pennsylvania feely has long been drawn to the history of the battle in which the army of mexican gen antonio lópez de santa anna reclaimed the alamo mission near san antonio de béxar now known as san antonio overcoming though not without difficulty the greatly outnumbered texians and tejanos inside fueled by revenge the texians vanquished the mexican army at the battle of san jacinto on april 21 1836 ending the rebellion in favor of what became the newly formed republic of texas nine years before statehood dallas v san antonio getting feely and his diorama to dallas during a pandemic no less carried its own aura of mystery and intrigue as does a question that more than a few may ask why is the piece being shown in dallas and not at the alamo in san antonio where the battle took place that too is a story as for the artist he has done so many jobs chiao says he has been a police officer he has been a bar owner he s kind of a jack of all trades but one thing he s always loved is making little figures or figurines he loves to create these little figurines feely began assembling the diorama in 2000 which means by the time it was trucked to the hall of state he had been working on it for more than two decades with the pandemic forcing the cancellation of the state fair of texas in 2020 chiao and exhibits manager toby hazelip took a road trip to transport feely s alamo from the backwoods of pennsylvania to fair park chiao s curiosity had been aroused in december 2018 when i got a call from a guy who said there s the potential of you having this amazing thing in dallas that man is rick range who lives in dallas and belongs to the alamo society i ve got a friend named tom feely range told chiao and he has built a diorama of the battle of the alamo range laid out the particulars it is 1 54th scale it is 14 feet by 24 feet it has more than 2 000 hand painted figures and then he said this was supposed to go the alamo but because of issues feely had with alamo management range told chiao he was thinking of throwing it away i told him you can t do that it s your life s work it might not go to san antonio but i know there s a place for it somewhere in texas which led to range recommending to feely that the next best destination would be the hall of state born in taiwan chiao moved to san antonio when he was 5 over the years he says he has grown weary of the folderol surrounding the alamo as the dallas morning news put it in a march 2020 editorial the battle of the alamo ended in march 1836 or so we thought but how did feely s diorama become entangled in the current day drama surrounding the alamo the alamo has been going in a different direction chiao says with a sigh let s just say it s becoming a little more pc politically correct in other words to focus on the battle itself is no longer as popular as it once was amid tussles over race and historical accuracy and the so called reimagining of the alamo and in addition to that politics has also reared its head with the latest flurry of what the news called political cannon blasts pitting one gop stalwart against another that would be texas land commissioner george p bush and lt gov dan patrick bush v patrick bush the son of former florida gov jeb bush and the nephew of former president george w bush oversees the general land office which manages the operations of the alamo george p bush will face a runoff on may 24 in an attempt to unseat incumbent state attorney general ken paxton bush has been the target of criticism by patrick and others over choices he s made regarding the alamo as a headline in the texas tribune proclaimed in december 2019 the latest battle of the alamo pits lt gov dan patrick against land commissioner george p bush with a subhead adding the feud began when bush was incorrectly accused of trying to erect a statue of mexican dictator santa anna at the alamo site in 21st century america the mere mention of the word alamo is guaranteed to entice discussion but as author harrigan once said the subject is buried in so many layers of myth and counter myth as to be nearly irretrievable david lozano the executive artistic director of dallas cara mía theatre co sees the story of the alamo as being far more complicated than popular history has portrayed it for one when the battle occurred texas known then as tejas was part of mexico for latinos it s a question of how we end up being portrayed in texas history in particular lozano says in other words can we not jump to the conclusion that the u s settlers in texas are automatically the heroes in the story and stop portraying the mexicans or the mexican government as the automatic villains or oppressors in the story to do so we run the risk of making one side s version the predominant narrative it s important for us to see all of the people in the story as human beings and certainly not as racialized heroes or villains chiao contends that feely s piece is in no way political nor is it intended to be rather it documents the battle only his showcase of visual art documents who fought at the alamo and what it looked like as though he were sent there as a photographer traveling back in time this much is indisputable yes there was a battle and like any battle it was bloody and awful in 1983 feely made a 4 foot by 6 foot diorama that for years occupied a niche at the alamo he had made it for the daughters of the republic of texas which once managed the alamo whose stewardship george p bush ended in favor of his own state agency after the daughters of the republic left the building chiao says so too did feely s smaller diorama feely had an issue with the state over how they wanted to portray it says chiao who cites the artist s failing health as why he won t be coming to dallas for the exhibition nor will the hall of state make him available for interviews feely did reluctantly fly to dallas in march 2019 to check out the hall of state and meet his potential hosts he did not want to stay in a hotel so the hall of state arranged for him to sleep in an rv parked outside harrigan whose book on the alamo has been widely hailed by all sides mentioned feely in the pages of texas monthly in 2000 and praised his work in particular his earlier smaller diorama shown at the alamo a spirited diorama of the final assault by thomas feely harrigan wrote should not be missed in 2003 texas monthly writer caroline harper added her praise one of the most dramatic exhibits in this building harper wrote is a large diorama depiction of the battle of the alamo constructed by thomas f feely jr the model is replete with exquisite detail including tiny mexican and texan soldiers trees guns cannons and even smoke made from cotton and of course that diorama was merely a sneak peek of what the hall of state will unveil officials at the alamo say they too are intrigued we are dedicated to telling the story of the battle of 1836 alamo spokesman jonathan huhn said in a statement shared with the dallas morning news the battle was a brutal conflict where hundreds of texans gave their lives for a single ideal liberty mr feely s diorama is a fantastic depiction of the battle we sincerely hope that once the museum and visitors center is completed that the alamo will have the room available to display such large works of historical art feely s inspiration artistic inspiration is of course paramount so where did feely s come from the reason he likes the alamo is he grew up watching davy crockett chiao says referring to the television series starring fess parker that aired on abc from 1954 to 1955 he loved it and then at some point he saw a magazine which had on its cover a diorama of the alamo and where was that diorama shown to the public at the hall of state in fair park during the 1936 texas centennial so he comes into our building in 2019 and he sees that diorama and he literally starts crying chiao says he says this is what inspired me to make mine and yes this would be a great home for mine the whole thing was amazing chiao says feely s elaborate undertaking became a multi year process of constant tinkering he remade it three times he had a group of eight to 10 guys that helped him research what the final product became they re all members of the alamo society they re die hards between the eight to 10 of these dudes i d say there are at least 70 to 80 years of research among them if they found out there was something that wasn t correct tom changed it immediately such as the height of a building or if the arms of the soldiers were at the wrong angles it s that kind of detail he wanted it to be perfect and by the end he felt that it was chiao says the finished product depicts about 1 500 mexican soldiers descending on the alamo with about 200 people on the texian side including men women and children the sprawling piece also shows horses and cattle and dogs and yes even a cat a cat the minuteness of detail also ended up in the faces he did try to put people s faces on them if he knew what they looked like and if he didn t he would put the faces of friends of his on the characters on one of the defenders he put john wayne s face on there wayne starred in the 1960 oscar winning movie the alamo in which he played col davy crockett wayne also directed the film another person has fess parker s face chiao says feely left all these little easter eggs you can find chiao expresses amazement over the complexity of detail and the deep artistic commitment feely made to finish the project amid a mountain of obstacles those assisting him knew what kind of cannon was on what kind of carriage was it a two wheel carriage was it on barrels they knew all the details about the uniforms they even had an inventory list from the mexican side they knew how many battalions there were how many sets of ladders each battalion had so there was a lot of research done on this piece and on its moment in time the ice storm against all odds the diorama escaped the siege of ice and water that ravaged the hall of state and other parts of fair park in february 2021 so now feely s piece will become a permanent free exhibit in the south texas room where chiao says it will symbolize an internal triumph the end to its own battle the hall of state had been fully renovated in late 2020 at a cost of 14 41 million but then came the record winter storm that killed 246 people and leveled a new round of damage to the 84 year old building leading to a second renovation which cost just over 3 million chiao says there is no better way to honor the historical society now celebrating its 100th centennial than for people by the thousands to come to the hall of state to see with their own eyes tom feely s masterpiece after all he says the battle of the alamo is the reason the alamo is historic and tom s exhibit is nothing less than a breathtaking illustration of it,Save The Alamo Committee,facebook,"health,police,latinos,mexicans,pandemic,jobs,guns,soldiers,assault,mexican government,police officer","covid,economic,foreign policy,health,immigration,military,safety,social and cultural",
265,travelled to san juan texas to hear from many that are ready for term limits and policy that closes the loop holes on public corruption they are ready for a new voice that answers to the people and not just the local political bosses they are ready to elect someone that knows the struggle they face and that will work for equal support from our state government,Sara Stapleton Barrera for Texas Senate,facebook,corruption,governance,
266,there are those who hear me say diversity and automatically go to race diversity is not just about race i m not saying we need a board full of people of color to be successful when i say diversity i mean we need a board of different backgrounds different view points different cultures and yes having someone who looks like 75 of the students in our district who are minority won t hurt either however qualifications are important as well and if you look at my qualifications you ll see i m more qualified than majority of our current school board members i m the only one who currently works advocating for public school students on a daily basis i ve served on various committees dealing with strategic planning and long range planning for public education and schools helping make decisions on bond projects school improvements and growth i m also educated bachelors degree in music business from the 2 music school in the country full sail university masters degree in one of the most rigorous graduate subjects you can take divinity from liberty university graduate certificate in public policy from harvard university i invest my time finances and resources in making sure students have educational resources especially in communities where there are none all over central texas ceo of a nonprofit dedicated to educational resources and disadvantaged communities so i understand and the issues facing 70 of our district who are economically disadvantaged it s literally my job to do what school board members should be doing served in the u s marine corps where i was the youngest logistics chief in my division leading marines on tours of duty in iraq and afghanistan i m transparent even if you don t agree with me you know where i stand on the issues publicly and i engage in dialogue with everybody even those who don t agree with me learn more at josephforbisd com bastropisd elections2022,Joseph Brandon Thompson,facebook,"people of color,education,public education,school","education,social and cultural",
267,teachers shouldn t face suspensions or have their certifications revoked for leaving their jobs when they feel circumstances aren t the best for them or their families we should get to the bottom of why they are leaving not punish them for doing what is best for themselves bastropisd schoolboardelections2022,Joseph Brandon Thompson,facebook,"teachers,jobs","economic,education",
268,a must read before voting on bond great research matt stringer with odessa headlines the numbers surrounding ector county isd s ecisd bond proposals totaling nearly 400 million doesn t seem to make sense to us from the perspective of matching the data to the rhetoric being used to sell the bond to voters let s take a look voters have recently been inundated with postcards signs and other messages promoting the proposed ecisd bond to build a new high school a career and technical school cte and to spend 130 000 000 on school maintenance items the overall gist of the messages is that our schools especially permian and odessa high schools are overcrowded to the point of breaking due to recent growth and that the regular ecisd budget provides inadequate resources to maintain existing facilities and must be supplemented by bond debt a review of the data provided by ecisd however seems to paint a different picture each year each school district is required to produce a report called the annual report of certain financial and local debt information this report is produced in june of each year with ecisd s report being dated june 30 2021 and it contains an overview of ecisd s finances the first interesting finding in the data shows that student population growth has been minimal if not stagnant over the past six to seven years allow us to explain student enrollment for the 2015 2016 school year was 31 791 students slowly increasing to its highest point during this timeline to a total of 33 822 students for the 2019 2020 school year total growth of 2 031 students at its highest ector county isd annual report of certain financial and local debt information fye june 30 2021 but then the numbers drop presumably due to the pandemic economy for the 2021 school year to 31 881 students thusly our change in student population over the past six seven years constituted an increase of 0 28 percent or 90 students furthermore odessa headlines previously reported that during the bond committee meetings a district commissioned study showed that future student population growth over the next five years was only estimated to be around 1 000 students that s fairly minimal change if you think of it as a 12 year period looking specifically at the enrollment at ohs and phs shows a similar trend where attendance at ohs decreased by 35 students from last year to this year and is only 64 students higher than in the 2018 19 school year enrollment at phs was up slightly 105 students from last year but was down 83 students from the 2018 19 school year the data and the rhetoric seem to tell different stories and it doesn t stop there budget data for ecisd reveals some striking statistics with funding during this same data time period showing a staggering 59 65 percent increase in funds per student the report page entitled total revenues all governmental funds by source shows that ecisd funding has grown from 264 523 102 in budget revenue in 2015 2016 to a whopping 422 327 741 or 13 247 per student in 2020 2021 including dramatic increases from all sources of revenue ector county isd annual report of certain financial and local debt information fye june 30 2021 part of this increased funding was fueled by the 2018 tax increase voters approved via the tax ratification election tre this voter approved measure provided approximately 18 million in additional funds in the first year and the district has enjoyed a tremendous increase in local property tax backed revenue every year since in the first year of the tre this money was spent to provide staff salary raises of 9 826 026 1 5 million to replace school buses 6 25 million to pay insurance deductibles to complete roof repairs and 500 000 to make security enhancements to various campuses after the first year many in the community understood that these annual taxpayer provided funds would continue to be used to maintain the staff wage increases purchase 10 15 new school busses each year so that the ecisd fleet stayed in good repair with the balance of roughly 10 million per year being used to provide a revolving fund to provide ongoing maintenance to ecisd campuses the current bond proposals list 130 million to be used for school maintenance needs and provide little information on where the approximately 10 million in available yearly tre funds have been funneled over the past five years ecisd presently enjoys a local property tax revenue that is roughly 30 million higher in the 2020 2021 budget than the 2017 2018 school budget not to mention the significant increases in state and federal funding ector county isd annual report of certain financial and local debt information fye june 30 2021 our conclusion quite simply put the rhetoric promoted by the pro bond forces doesn t seem to be supported by the data ecisd has enjoyed a tremendous increase in local state and federal tax dollars over the past 6 7 year budget period and outside the minimal student population fluctuation up to the year 2020 the district currently has nearly the same student population that they did years ago but also nearly 60 percent more funding student population growth has been fairly minimal and projected growth isn t very high either another factor to consider is that as private and charter schools continue to set up shop in the area that should translate into continued relief for the district s population numbers it is a fair question for residents to ask before heading to the polls to vote next week when exactly did this overpopulation crisis occur and how much funding does the district think will finally be enough,Jamie Lavon Foreman,facebook,"per student,stagnant,tax,student,economy,pandemic,school,charter schools,deductibles","covid,economic,education,health,social programs",
269,since 2008 it has been my passion and i have been active full time in the advocacy of public education i have been a leader in central texas ensuring educational resources are getting to all our students especially those in economically disadvantaged communities since 2013 i have helped over 12 000 students in the bastrop austin area and have invested over 1 million worth of resources in disadvantaged communities although school board members are part time unpaid positions i believe advocacy and service for our children is a full time responsibility and it is my job and passion literally to advocate for our student s academic success we need this type of leadership on our school board bastropisd leadership service results,Joseph Brandon Thompson,facebook,"student,education,public education,school",education,
270,it s election time city elections are underway and we are counting on you to ensure a great future for our city a vote for me is a vote for our future reelectdouglas2022 citycouncildistrict4 early voting april 25th 29th 8am 5pm and may 2nd 3rd 7am 7pm at the karnes county election office 210 w calvert suite 140 karnes city texas 78118 election day may 7th 7am 7pm at your normal polling locations in kenedy texas,James Anthony Douglas Meyer,facebook,no words,no topic,
