,text,advertiser_name,platform
128,out of state corporations are pushing a ballot initiative to bypass tribal sovereignty and bring online sports betting to california all by claiming it will help the homeless but read the fine print in reality 90 of profits will go to two out of state corporations this measure is misleading harmful and duplicitous learn more by watching our video,CALIFORNIANS FOR TRIBAL SOVEREIGNTY  SPONSORED BY THE SAN MANUEL BAND ,facebook
129,draftking and fanduel two major sports betting companies based on the east coast want california voters to think their ballot prop will help end homelessness in our state in reality they will take 90 of the profits without any significant investments in california we cannot allow an out of state corporate funded ballot prop to threaten tribal sovereignty while california join our movement at,CALIFORNIANS FOR TRIBAL SOVEREIGNTY  SPONSORED BY THE SAN MANUEL BAND ,facebook
130,this november california tribes will face a direct assault on tribal sovereignty we oppose this deceptive corporate funded ballot initiative that would allow online sports betting please go to the link in our bio to join our campaign and oppose this harmful measure today visit to learn more and join our campaign to oppose this corporate funded ballot prop today,CALIFORNIANS FOR TRIBAL SOVEREIGNTY  SPONSORED BY THE SAN MANUEL BAND ,facebook
131,out of state corporations are trying to bypass tribal sovereignty to bring online sports betting to california claiming their measure will help the homelessness but don t be fooled in reality 90 of profits will go to two out of state corporations this measure is misleading harmful and duplicitous learn more by watching our video,CALIFORNIANS FOR TRIBAL SOVEREIGNTY  SPONSORED BY THE SAN MANUEL BAND ,facebook
132,two major sports betting corporations based in boston and new york are pouring millions of dollars into a california ballot prop why because they want voters to think their corporate funded ballot prop will help end homelessness in reality these companies will take 90 of the profits without investing anything in california we cannot allow an out of state corporate funded ballot prop to threaten tribal sovereignty and exclusivity learn more by visiting the link in our bio,CALIFORNIANS FOR TRIBAL SOVEREIGNTY  SPONSORED BY THE SAN MANUEL BAND ,facebook
133,this november california tribes will face a deceptive corporate funded ballot initiative that would allow online sports betting in california a direct assault on tribal sovereignty and exclusivity we oppose this measure and the out of state sports betting companies behind it please go to the link in our bio to join our campaign and oppose this harmful measure today link in bio,CALIFORNIANS FOR TRIBAL SOVEREIGNTY  SPONSORED BY THE SAN MANUEL BAND ,facebook
134,if draftking and fanduel get their way california voters will break the promise of gaming exclusivity for native american tribes in november we re doing everything we can to stop that from happening because we understand just how much is on the line learn more by visiting the link in our bio,CALIFORNIANS FOR TRIBAL SOVEREIGNTY  SPONSORED BY THE SAN MANUEL BAND ,facebook
135,if draftking and fanduel get their way california voters will break the promise of gaming exclusivity for native american tribes in november we re doing everything we can to stop that from happening because we understand just how much is on the line,CALIFORNIANS FOR TRIBAL SOVEREIGNTY  SPONSORED BY THE SAN MANUEL BAND ,facebook
136,a new corporate funded ballot prop has the power to break a long standing promise made to california tribes about gaming exclusivity should it pass it could destroy the sovereignty and economic viability of our state s tribes and jeopardize the livelihoods of thousands please support california tribes and pledge to oppose this out of state gaming initiative you can find more information by visiting the link in our bio,CALIFORNIANS FOR TRIBAL SOVEREIGNTY  SPONSORED BY THE SAN MANUEL BAND ,facebook
137,a new corporate funded ballot prop has the power to break a long standing promise made to california tribes about gaming exclusivity should it pass it could destroy the sovereignty and economic viability of our state s tribes and jeopardize the livelihoods of thousands please support california tribes and pledge to oppose this out of state gaming initiative,CALIFORNIANS FOR TRIBAL SOVEREIGNTY  SPONSORED BY THE SAN MANUEL BAND ,facebook
138,martinez property tax measure would save scenic ridgeline by shomik mukherjee bay area news group just a mile from the historic home of revered naturalist john muir lies the kind of scenic wilderness he spent his life fighting to conserve 297 acres of a grassy oak covered ridgeline landscape known as the alhambra hills for more than a decade richfield real estate corp has held onto city permits that allow it to build 109 single family homes on 70 acres of the property on the southern edge of town but instead of building the texas based property manager held off for myriad reasons over the years and agreed in march to sell the land to the city for 19 25 million so it can be preserved permanently to raise that kind of money the city has placed a property tax measure on the june 7 ballot if measure f is passed by a two thirds vote owners of single family parcels would pay 79 a year and those of nonresidential properties from 150 to 600 over the next three decades while the tax is estimated to generate 20 million during that period city officials hope environmental groups could chip in the difference if the actual amount falls short of the sales price for alhambra hills if the measure fails richfield says it intends to proceed with development to those who support the measure the decision to conserve alhambra hills for generations to come is a slam dunk it s really a magical view up there a stunning ridge said councilman mark ross who often visited the area as a child the way the forest parts into the open california grassland that s really special ross said if residents approve the tax measure the city would turn the ridgeline property into the greatest central park a city could have on the west coast the land also holds historical significance because some of it apparently once belonged to muir according to martinez resident jamie fox who leads the save alhambra hills open space committee fox a google electrical engineer said he tracked down a u s national park service map in 2014 that revealed muir owned property on the ridgeline in the 1800s with help from muir s great grandson he brought the map to city officials who hadn t known about the history when they oversaw richfield s 300 page environmental impact report years earlier this is not just a city issue fox said this is a national historic site and we can t let it be destroyed it s too special stephen nussbaum richfield s director of asset management said the company in good faith gave the city the time it needs to buy the property if measure f fails we intend to proceed with the approved project nussbaum said in an email explaining that richfield has already invested millions of dollars since buying the property richfield has been trying to get the project off the ground since the early 1990s when it initially won the city s approval for a much larger development of 212 homes on 122 acres back then environmental groups got involved and pointed out the ridgeline serves as a habitat for the threatened alameda whipsnake in the face of opposition richfield backed off and agreed to downsize the project s scale richfield subsequently discovered that building homes on the steep hillside would be much more expensive than anticipated and a once stable housing market that turned volatile in the late 2000s didn t help by the time richfield came back in 2011 seeking approval for the downsized development and promising to create a public trail network on the rest of the property city officials didn t want to see any homes built along the ridgeline but city officials felt their hands were tied because the area has been zoned residential since the 1970s and richfield had already agreed to cut the number of homes by more than half to mitigate potential environmental impacts such as harming the whipsnake so the council with ross dissenting approved permits for the 109 home development several council members made it clear they did so to avoid a potential lawsuit asked why the council had turned sour on the development after once being for it ross said the original approval came well before the value of pure open space was realized by communities and legislative bodies soon it was hey this development is really ugly i m in real estate it s my industry and i can tell you this is a significant visual detriment to many parts of martinez no organized opposition to measure f has surfaced yet ross said the public has come to understand the value of the environment he surmised that s been a gradual learning curve he added open space is the most obvious because unlike global warming you can see the subdivision on this hill forever it s a glaring environmental issue,Pete 4Joseph Sabine,facebook
139,1 9 billion gallons of gas and diesel from the amazon rainforest was sold by major oil companies in california in 2019,Stand.earth,facebook
146,climate coverage often skews toward doom and gloom everyone knows the catastrophic stakes of a warming planet but we like to focus on solutions rather than problems in fact the tens of trillions of dollars it will take to reach the planet s climate goals presents one of the biggest technological innovation opportunities in history earthday climatetech,,facebook
147,as i ve been fighting for california in the senate for years i ll fight for you as governor too if you are fed up with the failed leadership that is destroying california join my fight to get california back on track i ll fight to reverse policies that foolishly released thousands of criminals from prison and put them back in our neighborhoods count on me to repeal laws that allow thugs to rob and steal without being held accountable the state has spent billions on the homeless but california s problem is worse than ever count on me to clean up the mess californians pay the highest rents and gas tax in the country electricity rates are among the highest in the nation the high cost of living in california places a huge burden on working people and retirees it is nearly impossible for young people to buy a home i will fight to make california affordable for families the state wasted billions on fraudulent unemployment benefits millions were scammed by criminals housed in state prisons yet hard working honest people forced out of jobs by covid 19 shutdowns had to wait months for help isn t it time to hold the administration accountable i m a business owner and farmer who will crack down on crime fix the homeless problem and get taxes down i ll fight to return billions in surplus tax dollars to the taxpayers and not waste it on more mismanaged failed programs join my fight to fix california,Brian Dahle for Governor 2022,facebook
148,alex grew up in this community he knows the challenges we face,Alex Lee for State Assembly,facebook
149,there is a future where wildlife doesn t have to compete with cars to cross the road tnc celebrated earthday at the groundbreaking of the largest wildlife crossing in the world the wallis annenberg wildlife crossing thank you for your leadership 100044216237096 california governor 100044229439663 gavin newsom sect of natural resources wade crowfoot 100063558617653 senator alex padilla ca 100044498613811 senator henry stern 100064906560760 national wildlife federation and many more this is just the beginning 2futures1choice 107745931913700 wallis annenberg wildlife crossing 100044597852035 p22 mountain lion of hollywood 100044539543137 congresswoman julia brownley 100044693033679 congressman brad sherman 100044252418360 rep ted lieu 881704735372430 repadamschiff,NATURE CONSERVANCY,facebook
150,thank you to the california republican assembly for the invitation and time to outline why i am the only conservative in the race fighting for the american people this is a big election and it s important to know the facts more can be learned at www mccarthyforvcsupervisor com californiarepublicanassembly,McCarthy for Supervisor 2022,facebook
151,we re excited to partner with universal studios hollywood to power the new electric trams we hope to help the studio and other large companies find innovative ways to meet california s clean energy goals of being powered by 100 carbon free electricity by 2045 katie sloan sce vp of customer programs services,,facebook
152,caleg let s pass ab2451 to ensure ca has the resources to proactively plan for and respond to our drought realties year round establishing a drought section at the state water resources control board is key to this solution 2futures1choice,NATURE CONSERVANCY,facebook
153,please support ab2805 to significantly improve regional conservation investment strategies rcis in support of the protection of fish wildlife and their habitats thank you 100057682586135 assemblymember rebecca bauer kahan for your leadership on this critical issue caleg 2futures1choice,NATURE CONSERVANCY,facebook
154,how can we fix the homeless and housing crisis in our city,Jim Penman for Mayor 2022,facebook
155,emil guillermo is emil amok e293 earth day ej go vegan prof dan gonzales on politics wdaaat emil s takes on everything aaf asian american filipino and all aax s it s our micro talk show updates at www amok com,Emil Amok Guillermo,facebook
156,1 on ballots 1 in hearts a veteran and retired police officer bringing real change to california vote chuck smith for u s senate,CHUCK SMITH FOR U.S. SENATE 2022,facebook
158,sumaiyya ran away from home at age 12 she got sober at 21 sumaiyya remained sober for 18 years until something terrible happened what many people do not understand about addiction is people use drugs to escape pain sumaiyya ended up homeless in venice beach california when sumaiyya went into a bridge home shelter she didn t talk her case manager shared that sumaiyya is now the life of the party sumaiyya s story validates that we can end homelessness when we help people go from the streets to shelter and then permanent supportive housing it also is a powerful reminder homeless people need housing and support to heal with pathpartners and vchcorp support sumaiyya moved into her own single apartment that provides case management and other services joe kulman from path shared in this video fighting my friend kenneth moving into a similar apartment shelters are filled with people ready and waiting to move into housing but there is no housing we can end homelessness we ve known how to end homelessness for years we just lack the political and public will to end homelessness instead cities continue to invest in criminalizing homelessness over creating the affordable housing and support services needed that s where you come in we all must advocate for more housing and support services and stop homeless sweeps at the local level at the same time we must continue to pressure state and federal legislators your voice can help end homelessness if we do not fix the affordable housing crisis homelessness will continue to get worse losangeles venicebeach homeless housingfirst invisiblepeople,"INVISIBLE PEOPLE, A CALIFORNIA NONPROFIT CORPORATION",facebook
159,politicians keep telling you that we just have a housing problem while throwing billions of your tax dollars at programs that don t require treatment for the root causes of homelessness drugs and mental health it s time to lead on this issue rather than repeating the same failed talking points of the past,Schubert for Attorney General 2022,facebook
160,out of all the candidates in the field lisa bartlett by far and away gives republicans the best shot to defeat mike levin and win back the seat vote for conservative fighter lisa bartlett,Lisa Bartlett for Congress 2022,facebook
161,electric vehicles are for everybody and the ev equity program is making it much easier to switch www evequity org valleyevs oneev,CENTRAL CALIFORNIA ASTHMA COLLABORAT,facebook
163,save on oil changes brake maintenance and other costly car care by switching to an electric vehicle and have we mentioned we can connect you with down payment assistance valleyevs www evequity org,CENTRAL CALIFORNIA ASTHMA COLLABORAT,facebook
167,california gas prices are out of control leave them behind with an all electric vehicle you can charge at home or wherever you go get plugged into the ev equity program for a new set of wheels oneev valleyevs www evequity org,CENTRAL CALIFORNIA ASTHMA COLLABORAT,facebook
169,ahorre en cambios de aceite mantenimiento de frenos y otros cuidados costosos del automóvil al cambiarse a un vehículo eléctrico y hemos mencionado que podemos conectarlo con asistencia para el pago inicial valleyevs www evequity org,CENTRAL CALIFORNIA ASTHMA COLLABORAT,facebook
170,an electric vehicle is well within your reach you may be eligible to receive over 13 000 in assistance to switch to an ev www evequity org valleyevs oneev,CENTRAL CALIFORNIA ASTHMA COLLABORAT,facebook
171,sick of rollercoaster gas prices leave them in the rearview mirror with an electric vehicle through the ev equity program we re helping valley residents afford electric vehicles learn more to see if you re eligible www evequity org,CENTRAL CALIFORNIA ASTHMA COLLABORAT,facebook
173,ready for clean air now s the time to make the switch to a clean car we can help you make it happen every step of the way visit www evequity org to learn more about down payment assistance rebates and tax credits today cleanairtogether valleyevs,CENTRAL CALIFORNIA ASTHMA COLLABORAT,facebook
174,in the valley pollution is holding us back let s accelerate toward cleaner air together shifting to a clean car has never been easier and we can help visit www evequity org to learn more cleanairtogether valleyevs,CENTRAL CALIFORNIA ASTHMA COLLABORAT,facebook
176,did you know that the cost of maintaining an electric vehicle is lower than gasoline powered vehicles a new electric car means new cost savings and we can help get you there valleyevs oneev www evequity org,CENTRAL CALIFORNIA ASTHMA COLLABORAT,facebook
177,as your next state senator i will work hard to tackle our toughest issues and preserve the unique characteristics that make up our beautiful community i will work to reduce homelessness lower crime rates and make california a place where small businesses can thrive,Roger Niello for Senate 2022,facebook
178,we are seeing high rates of homelessness increasing crime and an abysmal climate for small business owners we need leaders who are willing to put politics aside and do the hard work of crafting solutions that improve life for california s working families,Roger Niello for Senate 2022,facebook
180,crpa has been leading a major second amendment fight at the supreme court will you join us,CALIFORNIA RIFLE & PISTOL ASSOCIATION INC,facebook
182,the molinacares accord california equity accessibility initiative supports community organizations to advance health equity,The MolinaCares Accord,facebook
183,we hope you will join us in wishing our regulatory affairs director veronica pardo a very happy birthday we love and appreciate you,Resource Recovery Coalition of California,facebook
184,happy earthday cd 11,Traci Park for City Council 2022,facebook
185,let s celebrate earth day with some simple tips say no to single use plastic we are with stowitdontthrowit californiacoast,,facebook
186,happy earthday everyone the time to act is now,Diane Papan for Assembly 2022,facebook
187,assemblywoman suzette valladares is an educator and small businesswoman who was elected to the state assembly in 2020 suzette is working to make california more affordable she recently voted to reduce gas prices and enhance public safety she s earned a reputation of delivering results for the people of the santa clarita and san fernando valleys suzette is supported by republican democratic and independent leaders,Suzette Martinez Valladares for Assembly 2022,facebook
188,there aren t enough california healthcare workers to properly and safely care for patients and the problem is getting worse what can be done a 25 minimum wage will attract and support healthcare workers paid for by fppc id 991800 bit ly minwage25,SEIU United Healthcare Workers West Local 2005,facebook
189,there aren t enough california healthcare workers to properly and safely care for patients and the problem is getting worse what can be done a 25 minimum wage will attract and support healthcare workers who funded this ad bit ly minwage25,SEIU United Healthcare Workers West Local 2005,facebook
191,exciting news i am thrilled to announce that we have a special film screening happening at bethel church twin view on april 28th we will be watching the award winning documentary tending clouds which tells the extraordinary story of the victorious overcomer and trafficking survivor reaksmey haas when reaksmey was eight years old she was sold by her mother to an american pedophile she was later rescued and brought into the care of agape international missions despite enduring horrific trauma she and several other minors dared to testify against their abuser in a historic trial that resulted in a 210 year prison sentence now a young adult reaksmey has started her own business and is working in cambodia to free girls from the very bondage she endured while rebuilding her life she once again has to testify against her abuser in a retrial during the height of the covid 19 pandemic tending clouds tenderly tells the story of a woman of great courage who refuses to allow tragedy to define her we will be joined by northern california anti trafficking coalition agape international missions justice collective and terina dutton of yasha global home and one heart global this is a night to gather as a community to discover our part in fighting this evil mark your calendars for april 28th the film starts at 7 00 and the doors will open shortly beforehand more details in the coming days please invite all your friends link for trailer in my bio,,facebook
192,can we reverse the effects of climate change,,facebook
193,how does the ozone layer protect us,,facebook
194,thanks to the generosity of our community garden pathways high tea is sold out we still welcome your donations thank you all for your support of mentoring and education special thanks to our diamond event sponsors arredondo ventures inc and dignity health platinum sponsors california resources corporation centric health tri counties bank mary trichell and valley strong credit union,Karen Ka Lian Goh,facebook
195,search for athletic shoes for women discover great online opportunities find results with our choices,,facebook
196,we re here to stand for vulnerable american muslims to keep their jobs travel take care of their families and simply practice islam join the movement donate today,,facebook
197,major endorsement calling him a serious candidate for california s very serious problems the howard jarvis taxpayers association hjta political action committee pac today announced it has endorsed michael shellenberger for governor michael shellenberger recognizes that not only are taxes too high but californians are not getting a return on investment for their tax dollars said hjta president jon coupal this is huge we are building momentum join the team today,SHELLENBERGER FOR GOVERNOR 2022,facebook
198,there is a future where wildlife doesn t have to compete with cars to cross the road join us for an earthday 4 22 livestream 10am to celebrate the groundbreaking of the largest wildlife crossing in the world the wallis annenberg wildlife crossing tnc s cara lacey will be speaking alongside esteemed guests 2futures1choice watch here 107745931913700 wallis annenberg wildlife crossing 100064906560760 national wildlife federation 100044597852035 p22 mountain lion of hollywood,NATURE CONSERVANCY,facebook
199,as a longtime trainer of peace officers and police acadmey instructor i am excited to announce that i have received the endorsement by unanimous vote of one of california s best training and law enforcement advocacy organizations california narcotics officers association cnoa cnoa has membership in virtually every law enforcement agency in california with a primary mission to provide training review legislation public education and they are part of the national narcotic coalition thank you cnoa sheriffortiz2022 acopscop cnoa lawenforcementtraining lawenforcementsupport lawenforcementexperience siendo un instructor de ofíciales e instructor de la academia de policia me da gusto anunciar que he recibido el apoyo de la organización california narcotics officers association cnoa por un voto unánime cnoa tiene miembros en casi todas las agencias de policia en california y su misión es proveer entrenamiento a oficiales revisar leyes y propuestas educación publica y es parte de una coalición nacional gracias cnoa aguacilortiz2022 entrenamientodeoficiales experiencia,Oscar Ortiz for Sheriff 2022,facebook
200,new from open vallejo vallejo police officers are supposed to get written permission before launching surveillance drones when the department could produce no evidence it had complied with the rule command staff decided they would change it,Informed California Foundation,facebook
201,candidate forums are intended to provide the public with an opportunity to learn about the candidates and their views on the issues that are important in our community questions for the candidates may be submitted up until two days before the scheduled date of a forum by emailing lwvbutte gmail com due to time constraints and the number of candidates not all questions may be asked questions should be on the issues and applicable to all candidates no personal attacks or biased questions will be accepted for additional information about candidates and ballot measures please go to these forums will be held virtually via zoom recordings will be made available for viewing following each forum on the lwvbc website the link below is for watching the candidate forum live april 27 2022 at 7pm lwv butte county board of supervisors d2 and d3 forum webinar id 894 0965 3747 or iphone one tap us 16699006833 82760668317 or 13462487799 82760668317 for more information contact lwvbc at 530 895 8683 or by email at lwvbutte gmail com or go to the league website at,Jane Frances Heinen Wanderer,facebook
202,climate change is here and california is at a crossroads we can take action or we can let life in our state become unbearable we ve got a plan to build a climate resilient state but we need your help make it happen partner with us to choose a better future 2futures1choice,NATURE CONSERVANCY,facebook
203,learn about lgbtq rights education standards and racial justice on today s new episode of activista rise up joining me for this important discussion is melanie willingham jaggers executive director of glsen glsen works to ensure that lgbtqia students are able to learn and grow in a school environment free from bullying and harassment for more information on glsen or to get involved visit glsen org lgbtq lgbtqia lgbtrights gayrights isaygay inclusion diversity socialjustice economicjustice education lgbtqyouth lgbtqcommunity activist activism arupodcast activistariseuppodcast podcasting podcast newepisode podcastersofcolor podcasters activistariseup,Cristina A Pinzon,facebook
204,megafires threaten communities ecosystems across our state but we have tools to stop these catastrophic fires before they start learn more about how tnc is fighting megafires with fire 2futures1choice,NATURE CONSERVANCY,facebook
205,this earth week we are celebrating the recent installation of new ev chargers in the city of la mesa city hall did you know that california surpassed 1 million electric vehicles on our roads last year electric vehicles can help reduce air pollution and greenhouse gas emissions compared to conventional vehicles learn more about these chargers and where to find them at,,facebook
207,under california law a landlord can only charge late fees in very limited circumstances many late fees charged by landlords may be illegal under california law if you rent from alliance residential avalon bay communities or essex property trust we would like to hear from you about your experience,Bursor & Fisher,facebook
208,emil guillermo is emil amok e290 ageism masks diy public health atlanta shooter warriors wdaaat emil s takes on everything aaf asian american filipino and all aax s it s our micro talk show updates at www amok com,Emil Amok Guillermo,facebook
209,emil guillermo is emil amok e292 obama on disinformation catholics masked singer rahul gupta drug czar wdaaat emil s takes on everything aaf asian american filipino and all aax s it s our micro talk show updates at www amok com,Emil Amok Guillermo,facebook
210,𝗖𝗢𝗠𝗠𝗨𝗡𝗜𝗧𝗬 𝗡𝗘𝗪𝗦 audrey simons our ceo will represent sfchc today for the groundbreaking of corazón del valle apartments on lanark street in panorama city the event will celebrate the start of construction for the twin complexes that will bring 180 units of much needed affordable and permanent supportive housing to the community corazón del valle the heart of the valley will pump new life into the heart of the san fernando valley by developing a sustainable high density housing complex focused on providing homes for households that have experienced homelessness and low income individuals like a single person earning 12 400 annually or a family of four earning less than 70 000 annually visit the website later on this week for photos of the event here sfchc your healthcare home since 1924 sanfernandochc has served the sfv community for almost 100 years in addition sfchc expanded its mission by providing healthcare for the homeless at harbor recuperative care center in mission hills ca for details on all services available for insured and uninsured individuals at our main location learn more at or call us today at 818 963 5690 to make an appointment 𝘈𝘱𝘳𝘪𝘭 21𝘴𝘵 𝘖𝘵𝘩𝘦𝘳𝘴 𝘪𝘯 𝘢𝘵𝘵𝘦𝘯𝘥𝘢𝘯𝘤𝘦 𝘴𝘱𝘦𝘢𝘬𝘪𝘯𝘨 𝘰𝘯 𝘣𝘦𝘩𝘢𝘭𝘧 𝘰𝘧 𝘨𝘰𝘷𝘦𝘳𝘯𝘮𝘦𝘯𝘵 𝘰𝘳 𝘤𝘰𝘮𝘮𝘶𝘯𝘪𝘵𝘺 𝘴𝘶𝘱𝘱𝘰𝘳𝘵 𝘪𝘯𝘤𝘭𝘶𝘥𝘦 nury martinez la city council president rachael simon housing homelessness deputy for la county district 3 supervisor sheila kuehl nancee robles executive director of the california tax credit allocation committee and california debt limit allocation committee emilio salas executive director of the los angeles county development authority reagan maechling vice president of acquisitions for enterprise and tim ryder president of the san fernando valley community mental health center homelessness homelessnessawareness homelessnessinamerica homelessnessprevention housingforall housingforall affordablehousing sanfernandovalley affordablehousing,SAN FERNANDO HOSPITAL,facebook
211,perry s mother was an addict at age 12 perry got sick with some health issues so his mom started to inject him with heroin bakersfield homeless invisiblepeople,"INVISIBLE PEOPLE, A CALIFORNIA NONPROFIT CORPORATION",facebook
212,crpa is fighting for the second amendment at the supreme court we just submitted some important briefs in duncan v bonta that could change everything will you join us,CALIFORNIA RIFLE & PISTOL ASSOCIATION INC,facebook
213,crpa is fighting back against gunmageddon at the supreme court and we need your support,CALIFORNIA RIFLE & PISTOL ASSOCIATION INC,facebook
214,earthweek spotlight last month we broke ground on our h2 hydrogen home the first in the u s to be powered solely by clean electricity and hydrogen the home features solar panels a battery and electrolyzer to convert solar energy to hydrogen and a fuel cell to supply electricity for the home the home will function and feel just like a typical home but use reliable and clean energy 24 hours a day 7 days a week 365 days a year click to learn more about this innovative demonstration of renewable energy,Southern California Gas Company,facebook
215,we re delivering any active ca ballot initiative to your home for you to sign at your convenience just provide a location and time and we ll bring the papers to you to sign plus you can make a small donation just by leaving your signature but the funds won t just come from your own pocket boreal will make a small gift of 2 to an organization that is contributing to a social cause join the new revolution in citizen participation,Boreal Technology Inc,facebook
216,the los angeles food and beverage political action committee has voted to support traci park for los angeles city council district 11 and we look forward to working together to help create a favorable policy environment for the long restaurant recovery ahead lynne davidson l a food and beverage pac trustee,Traci Park for City Council 2022,facebook
217,we re excited to announce our intention to purchase atkins place this vital forested buffer and wildlife corridor is near montgomery woods state natural reserve donate today to help us secure the purchase of this hidden gem and move toward the goal of restoring california s north coast redwood forests to their old growth grandeur,Save The Redwoods League,facebook
218,help protect atkins place,Save The Redwoods League,facebook
