,text,advertiser_name,platform,words,m_label
175,agradezco al gobernador de jalisco enrique alfaro al alcalde de guadalajara pablo lemus a la university of guadalajara foundation usa a saul canelo alvarez al national museum of mexican art y a las federaciones clubes organizaciones y anfitriones en las ciudades sedes por su gran apoyo para la realización de méxico en el corazón 2022 la iniciativa cultural de naima con eventos gratuitos que nos une allá y acá a través de nuestro arte cultura y tradiciones haciendo este año un homenaje especial a los trabajadores agrícolas y a los braceros precursores de nuestra gran comunidad mexicana en los estados unidos en qué ciudad de estados unidos te gustaría disfrutar de este espectáculo dinos aquí,Sergio D Suarez,facebook,no words,no topic
176,te compartimos el mensaje del gobernador de jalisco enrique alfaro ramírez quien junto al presidente de naima sergio suárez dan más detalles de la gira internacional méxico en el corazón 2022 que recorrerá los estados unidos en 2 rutas,Sergio D Suarez,facebook,no words,no topic
177,the american muslim and multifaith women s empowerment council was proud to host an iftar at the islamic center of santaana california we celebrated with each other and broke our fasts together we helped serve iftar to an underserved area of california because we know that ramadan is a time of unity and love we were so happy that we could facilitate this event and bring the muslim community of santa ana together thank you to the ammwec women of california who helped organize this special event take a look at these amazing photos jummah ammwec ramadan ramadankareem ramadanmubarak2022 ramadanmubarak fasting faith islam orangecounty losangeles la ca california iftar,AMERICAN MUSLIM AND MULTIFAITH WOMEN'S EMPOWERMENT COUNCIL,facebook,"islam,muslim","foreign policy,social and cultural"
178,nearly 2000 people participated in a lobby day against ab 2223 organized by capitol resource institute cri real impact ri calvary chapel chino hills and california family council cfc on april 19 2022 after receiving training from cri president karen england and greg burt from cfc throngs of people headed to legislative offices to express opposition to ab 2223 a bill decriminalizing infanticide then at 11 am thousands gathered at a press conference on the capitol steps led by ri director gina gleason and cfc president jonathan keller speakers included pastor jack hibbs calvary chapel chino hills and founder of real impact pastor greg farrington destiny christian church rocklin pastor jim franklin cornerstone fresno kevin mcgary every black life matters pastor marc little cure america action theresa brennan the right to life league yesterday was only the beginning we hope to have even bigger crowds join us for future hearings against ab 2223 and for the california march for life on june 22 register here,CALIFORNIA FAMILY COUNCIL,facebook,"infanticide,black",social and cultural
179,the democratic party opposes the recall who supports it the republican party, Friends of Chesa Boudin Opposing the Recall,facebook,no words,no topic
180,congratulations to our nhs scholarship finalists 𝗡𝗮𝗺𝗲 ethan sandoval 𝗦𝗰𝗵𝗼𝗼𝗹 la salle high school pasadena california 𝗔𝗰𝗵𝗶𝗲𝘃𝗲𝗺𝗲𝗻𝘁𝘀 after a t cell acute lymphoblastic leukemia diagnosis and four years of life saving treatment ethan raised money through kay club for a cause that resonated with him the pediatric trauma program he was also named a the leukemia lymphoma society advocacy student of year,NATIONAL ASSOCIATION OF SECONDARY SCHOOL PRINCIPALS,facebook,"school,pediatric,student","education,social programs"
181,i am running for u s congress in ca 09 because we need a representative who will fight for working class families in san joaquin county i grew up in stockton i went to school at tokay high and delta college before getting a degree in neurobiology from uc davis i am the son of two sikh immigrant parents who started their own small business and achieved the american dream i want to make sure future generations can do the same i organized coalitions for the green new deal cheaper student housing and demilitarizing our police i organized for a mobile crisis intervention program in stockton that will respond to non violent emergencies instead of armed police officers as an elected officer in my local union i raised relief funds for our undocumented neighbors during the pandemic corporations that continue to abuse workers and rip off customers already have plenty of politicians in washington d c but i am not your boss s politician i forged my politics through union and grassroots organizing fighting to give a voice to everyday folks i am running because it is time families in san joaquin county had a champion in congress who will bring them to the table take their fights to the halls of congress i am running for the many not the few,CHIMA FOR CONGRESS,facebook,"school,officers,undocumented,college,workers,student,small business,pandemic,green new deal,police,police officers,green new,new deal","covid,economic,education,environment,immigration,safety"
182,thank you to shak khan for inviting us to the 4th annual eid bazaar and to the american pakistani association of san joaquin county for hosting the event it was great to connect with the community and small business owners from all over northern california let s fight to eliminate tuition and fees at four year public colleges and universities that ll end some of the disadvantages immigrant families face when trying to navigate the college and student loan process for the first time and let s fight to protect our families and small businesses from high energy prices and from unfair practices by monopolistic corporations,CHIMA FOR CONGRESS,facebook,"monopolistic,student,tuition,public colleges,small business,small businesses,college","economic,education,social programs"
183,surveys have found that less than 5 of marijuana businesses today are owned by black americans even in states with social equity programs like california that s because starting any business requires money upfront to pay for security consultants equipment and rent while dealing with investors and incubators doing their best to fleece applicants that means these businesses are started by people who already have access to the necessary resources if we are serious about helping poor and working class americans we must do the much harder task of taking on our economic elites and making sure they aren t the only ones to benefit from legalization that s why i support nationalizing the marijuana industry legal sales of marijuana are expected to exceed 43 billion by the end of 2025 that is with weed being illegal in many states even in states where it is legal illicit sales still make up a significant part of all sales a nationalized industry would bring in billions in revenue to pay for much needed social services services that would actually lift millions of americans out of poverty and deliver real material benefits to people s lives we can prioritize jobs in the industry to go to nonviolent drug offenders we could contract growing cooperatives that are worker run and worker owned we can make sure a substance that was used to terrorize and ruin the lives of so many of our sisters and brothers will now be used to better their lives instead if we don t we risk marijuana just being used by the rich to get even richer,CHIMA FOR CONGRESS,facebook,"jobs,marijuana,black,economic","economic,safety,social and cultural"
184,breaking news california residents may qualify for 20k 50k 100k loan assistance which will be deposited into your account the next day thanks to this emergency cash program,Life is For Thriving,facebook,loan assistance,social programs
185,i am proud to stand in solidarity sutterhealth rns and health care workers who have been in negotiations since june 2021 for a new contract with little to no movement on key issues we are urging management to invest in nursing staff and agree to a contract that provides safe staffing that allows nurses to provide safe and therapeutic care and pandemic readiness protections that require the hospitals to invest in personal protective equipment stockpiles and comply with california s ppe stockpile law rnstrike sutterhealth,Liz Ortega for Assembly,facebook,"protective equipment,health care,workers,law,ppe,health,pandemic","covid,economic,governance,health"
186,the far left regime in california has to go as your state assemblywoman i will fight to immediately repeal the gas tax stop the radical agenda to defund our police keep crt out of our schools empower our parents and strengthen security at the border,Kimberly Ho for Assembly 2022,facebook,"tax,border,police","economic,immigration,safety"
187,s2a modular is hosting a webinar on thursday april 28th for investors in your area to learn about smart home construction integrated with renewable energy modular technology the webinar will break down the differences between the traditional stick built method of construction versus the modular method you ll learn the advantages and disadvantages of the modular process along with how we re integrating renewable energy smart home components to create net zero nzeb properties the heart of the concept is the inclusion of a residential storage battery such as the tesla powerwall for example and revolutionary solar panel systems while adding high energy efficient windows doors insulation heating etc to maximize the battery s use who is this webinar for 1 the buyer who is looking to build a new home and would like to get the process done 30 40 faster at a cost savings of 10 20 of the original stick built method while building a stronger product 2 the consumer who is interested in sustainability renewable energy smart home technology energy efficient home components integrated with green living 3 the developer that wants to build a community or subdivision of hundreds of homes and or the developer that wants to build apartment or hotel doors quicker stronger and for less money 4 the accredited investor that would like to be involved at the start of something that could quickly grow and potentially disrupt an industry 5 the strategic investor who wants to partner with a company not only to get a strong roi on their investment but to have priority on the assembly line and a discount from normal mark up 6 the construction professional the architect the salesperson the civil engineer the supplier of building materials and anyone else that may want to learn more about modular construction and smart home technology and how to partner with s2a modular organizer brian kuzdas started his real estate career in 1985 as a commercial real estate agent in chicago illinois after representing buyers and sellers for 12 years brian bought his first apartment building in 1997 with the intention to convert it into condominiums after the success of that first apartment conversion over the next ten years 1998 2007 brian bought 4 000 apartments and converted all of them to condos when the recession hit in 2007 brian shifted to helping banks auction their foreclosed inventory reos by 2010 brian bought realestateauctions rea and expanded the company to fourteen states while moving the corporate office to palo alto ca in 2012 in 2017 brian opened an acquisition division to develop 10 000 modular renewable energy smart homes that run off of a storage battery creating net zero nzeb in california and throughout the entire world he will be joined by dean delisle chief revenue officer of s2a modular dean has been marketing home building mortgage and the real estate industry for over 30 years,,facebook,"savings,less money,banks,renewable energy,recession,renewable","economic,environment"
188,ai là ưcv có khả năng nhất để tranh đấu cho quyền lợi qúi vị kimberly hồ kimberly ho sẽ tranh đấu cho tiền học và chống kỳ thị con em chúng ta chống lại thuế xăng tranh đấu cho các vị cao niên về sức khoẻ chổ ở và tiền già tạo nhiều chương trình để hổ trợ cho các tiểu thương,Kimberly Ho for Assembly 2022,facebook,no words,no topic
189,here are the top 10 questions our staff has received regarding the ocpa 1 what is the orange county power authority ocpa the ocpa established in 2020 is an independent locally governed not for profit community choice energy provider of electricity for all residential and commercial customers in irvine fullerton huntington beach buena park and the unincorporated areas of orange county 2 is it true that irvine taxpayer money is funding the ocpa yes the former city council entered into an agreement for the city of irvine to fund the ocpa through 2022 so far 7 7 million of irvine taxpayer money has been advanced to the ocpa 3 where has the 7 7 million of irvine taxpayer money gone we don t know the ocpa has not provided the city of irvine with any detailed financial information regarding purchasing agreements or the hiring of staff consultants and lawyers according to the agency s website the power authority s projected loss for 2022 will be 23 million and 17 million the following year 2023 4 am i being enrolled in the ocpa without my expressed permission yes the city of irvine has joined the ocpa as a result all businesses operating in the city of irvine are being transferred this month from their current provider of electricity southern california edison sce and enrolled in the new ocpa plan later this year in october all irvine residential customers will be transferred from sce to ocpa 5 will we pay less for electricity under the ocpa plan no the business and residential plans selected by the city of irvine are more expensive than sce residential customers will pay as much as 6 more for electricity than they currently pay to sce commercial customers will also pay more unless they opt down to the 38 renewable rate which will cost the same as sce 6 will we get electricity derived from 100 renewable sources no the electricity you receive from ocpa will remain the same to every household and business it will be provided to your home through sce transmission lines however the expectation is that the money you pay into ocpa will be used to purchase cleaner energy down the road 7 has ocpa followed through on its promise to create local sustainable programs no not yet although the power agency s website states that local sustainable programs will be created our staff has been unable to find any such programs that have been established in the first two years of the agency s existence 8 can i stay with sce yes businesses can opt out within five days of being transferred out of sce and enrolled in ocpa by calling 1 866 262 7693 once residents receive their enrollment notice which is expected to be mailed out sometime in august they will be able to call the same phone number to opt out of ocpa and remain with sce 9 is ocpa installing their own electric power lines no sce will continue to maintain the grid repair power lines and provide irvine customers one consolidated utility bill that includes ocpa electric generation charges and sce electric delivery charges 10 what happens if the ocpa fails if the ocpa fails commercial and residential customers will be transferred back to sce as far as the 7 7 million of irvine taxpayer money that has been advanced to the ocpa so far at the november 9 2021 council meeting the irvine city attorney said the city will not get repaid,Irvine Community News & Views,facebook,renewable,environment
190,although city council elections here in irvine are nonpartisan by law mayor farrah khan runs her campaigns as a partisan democrat however it appears that khan is facing increasing opposition from local democrats in fact just last month the local democratic club in irvine overwhelmingly voted not to provide an early endorsement for her november mayoral re election campaign khan received less than 25 support from democratic club members in irvine before the vote was taken irvine democratic activists who had campaigned donated and voted for khan in 2020 rattled off a number of instances where the mayor had defied the democratic party s core values including 1 as mayor khan has instituted the rule of two which directly contradicts a resolution passed by the democratic party of orange county mandating that elected democrats provide a second to any agenda item submitted by a fellow democrat 2 khan blocked council discussion on district elections even though district elections are part of the california democratic party s platform 3 the mayor attempted to dismantle the city s transparency focused sunshine ordinance by limiting public notification of council agendas and moving public comments at council meetings to the very end when the council chamber is basically empty after public outcry khan was forced to move public comments to the beginning of meetings 4 in 2020 khan promised veterans and their families that she would honor the citizens initiative signed by nearly 20 000 irvine residents to move forward with the veterans memorial park cemetery on the arda site at the great park however once elected khan banished the voter approved veterans cemetery from irvine altogether she even went out of her way to reject popular plans to start building a veterans memorial park something that should make every democrat cringe is the fact that khan appointed a notorious armenian genocide denier to her mayor s advisory council and she was caught on video telling members of the turkish community that she stood with them no matter what and then went on to participate in a joke about making armenians disappear when the video became public a few weeks ago khan issued a defiant statement saying the video had been doctored by campaign rivals after multiple sources confirmed the authenticity of the video khan was forced to issue an apology during the april 12th city council meeting dozens from within the armenian community provided public comments many spoke passionately about losing relatives in the armenian genocide which took place during world war i when 1 5 million armenians were killed by the turkish government one speaker referenced his disgust with the democratic party s support of khan after the irvine democratic club had voted not to endorse the mayor democratic party bosses in anaheim rushed through an early endorsement of khan months before the official candidate filing period opens clearly these democratic party bosses sense that mayor khan is in serious political trouble here in irvine a city that prides itself on being one of the most diverse thoroughly integrated communities in america on april 14th the southern california armenian democrats released a statement on facebook saying that khan has still not met with armenian community leaders and calling on democratic elected officials to rescind their endorsement of the mayor i can t help but wonder if the democratic party and the democratic elected officials who have publicly endorsed mayor khan would continue to support her if she had been filmed joking with and appointing to her inner circle of advisors a holocaust denier or an individual who regularly bashes the lgbtq community several political consultants speaking on condition of anonymity have referred to khan as increasingly toxic according to one longtime democratic party consultant active in many los angeles and orange county campaigns khan has become radioactive orange county democrats who hold state or federal office are going to be rethinking their endorsements of khan for fear that their association with her will hurt every democratic candidate on the ballot in november,Irvine Community News & Views,facebook,"turkish,appointing,genocide,law,veterans memorial","foreign policy,governance,military,social and cultural"
191,for the past six years live good team members have volunteered in serving thanksgiving dinner to the homeless in los angeles and pasadena through ushs this year live good wants to raise awareness of this pressing issue and build bridges across southern california to find strategic solutions the live good charity auction in partnership with ushs is dedicated to raising funds to serve and empower the homeless population in los angeles and orange county the event will encourage the involvement of political leaders local businesses university of california irvine students and live good team members for organization and resources all proceeds will go to the nonprofit organization union station homeless services please join us for a celebration of love and unity at www livegoodinc com,,facebook,homeless,"economic,safety"
192,zoom registration at candidate forum is being organized by the following organizations sacramento act aclu foundation of northern california cair sacramento valley central california justice 2 jobs sacramento live free norcal resist and public health advocates register to vote or check your voter registration status at we encourage submitting your questions in advance please note this is a nonpartisan forum and we will not ask questions that suggest bias or is directed only at one candidate,Allen Asch,facebook,"jobs,health,cair","economic,health,social and cultural"
193,great sharing some time and thoughts with our amazing cagop chairwoman during the cagop convention congressional district 35 will be the leading edge for takebackthehouse thank you chairwoman for your leadership,Dr Rafael Carcarmo,facebook,takebackthehouse,social programs
194,pwn endorses jon wizard for ca assembly district 30 there are less than 3 weeks to go before primary ballots are received and voting begins this is our chance to have local representation in the ca assembly from water to housing to health care jon is so well qualified for this job he understands our issues deeply but he needs more exposure to make a strong finish the top two contenders will go to a run off in november the republican vicki nordeen will be one of the top two with about 30 of the vote and that leaves 4 democrats jon wizard dawn addis and two others splitting the rest of the vote which ever democrat wins in the primary is pretty much guaranteed to win in november so this is it the next three weeks are critical jon needs our help right now to make sure he finishes in the top two please donate or volunteer here melodie chrislock pwn director,Public Water Now,facebook,"health,donate,health care","donation,health"
195,the window to submit california grown cannabis flower for the 2022 california state fair castatefair cannabis awards calcannaawards closes on april 30 this is the first ever state sanctioned cannabis competition award winners will be announced in june 2022 the california state fair is held at cal expo in sacramento california in july of each year the 17 day event attracts over 750 000 attendees annually and showcases california s agriculture culture and diversity the cannabis competition will include three divisions indoor mixed light and outdoor entries will be evaluated and ranked based on the abundance of terpenes and cannabinoids and the ratio of cannabinoid to terpene content entrants will submit their samples to sc labs _sclabs which will test for cannabinoid and terpene concentration silver gold will be awarded in each category per division and there will also be specialty awards calcannaawards californiacannabis californiastatefair cannabis cannabislicensing cannabisindustry cannabisbusiness cannabisnews cannabiscommunity cannabislaw marijuana,Law Offices of Jennifer McGrath,facebook,marijuana,safety
196,en un mensaje desde casa jalisco en chicago el gobernador de jalisco enrique alfaro ramírez junto al presidente de naima sergio suárez informan de méxico en el corazón 2022 la iniciativa cultural que llevará lo mejor de la música y folclor de méxico a miles de mexicanos en los estados unidos en sus dos giras,Sergio D Suarez,facebook,no words,no topic
197,no one likes to be stressed that includes the power grid smart water heaters could help destress the power grid and by extension you,Resource Media,facebook,power grid,environment
198,this is huge elon musk just shocked the world and quite possibly changed it in a whole new way again watch trishreganshow s3 e59,TARM HOLDINGS LLC,facebook,no words,no topic
199,out of state corporations are pushing a ballot initiative to bypass tribal sovereignty and bring online sports betting to california all by claiming it will help the homeless but read the fine print in reality 90 of profits will go to two out of state corporations this measure is misleading harmful and duplicitous learn more by watching our video,CALIFORNIANS FOR TRIBAL SOVEREIGNTY  SPONSORED BY THE SAN MANUEL BAND ,facebook,"tribal sovereignty,homeless","economic,safety,social and cultural"
200,draftking and fanduel two major sports betting companies based on the east coast want california voters to think their ballot prop will help end homelessness in our state in reality they will take 90 of the profits without any significant investments in california we cannot allow an out of state corporate funded ballot prop to threaten tribal sovereignty while california join our movement at,CALIFORNIANS FOR TRIBAL SOVEREIGNTY  SPONSORED BY THE SAN MANUEL BAND ,facebook,"tribal sovereignty,homelessness","economic,safety,social and cultural"
201,this november california tribes will face a direct assault on tribal sovereignty we oppose this deceptive corporate funded ballot initiative that would allow online sports betting please go to the link in our bio to join our campaign and oppose this harmful measure today visit to learn more and join our campaign to oppose this corporate funded ballot prop today,CALIFORNIANS FOR TRIBAL SOVEREIGNTY  SPONSORED BY THE SAN MANUEL BAND ,facebook,"assault,tribal sovereignty,tribes","safety,social and cultural"
202,out of state corporations are trying to bypass tribal sovereignty to bring online sports betting to california claiming their measure will help the homelessness but don t be fooled in reality 90 of profits will go to two out of state corporations this measure is misleading harmful and duplicitous learn more by watching our video,CALIFORNIANS FOR TRIBAL SOVEREIGNTY  SPONSORED BY THE SAN MANUEL BAND ,facebook,"tribal sovereignty,homelessness","economic,safety,social and cultural"
203,two major sports betting corporations based in boston and new york are pouring millions of dollars into a california ballot prop why because they want voters to think their corporate funded ballot prop will help end homelessness in reality these companies will take 90 of the profits without investing anything in california we cannot allow an out of state corporate funded ballot prop to threaten tribal sovereignty and exclusivity learn more by visiting the link in our bio,CALIFORNIANS FOR TRIBAL SOVEREIGNTY  SPONSORED BY THE SAN MANUEL BAND ,facebook,"tribal sovereignty,homelessness","economic,safety,social and cultural"
204,this november california tribes will face a deceptive corporate funded ballot initiative that would allow online sports betting in california a direct assault on tribal sovereignty and exclusivity we oppose this measure and the out of state sports betting companies behind it please go to the link in our bio to join our campaign and oppose this harmful measure today link in bio,CALIFORNIANS FOR TRIBAL SOVEREIGNTY  SPONSORED BY THE SAN MANUEL BAND ,facebook,"assault,tribal sovereignty,tribes","safety,social and cultural"
205,if draftking and fanduel get their way california voters will break the promise of gaming exclusivity for native american tribes in november we re doing everything we can to stop that from happening because we understand just how much is on the line learn more by visiting the link in our bio,CALIFORNIANS FOR TRIBAL SOVEREIGNTY  SPONSORED BY THE SAN MANUEL BAND ,facebook,"native american tribes,tribes",social and cultural
206,if draftking and fanduel get their way california voters will break the promise of gaming exclusivity for native american tribes in november we re doing everything we can to stop that from happening because we understand just how much is on the line,CALIFORNIANS FOR TRIBAL SOVEREIGNTY  SPONSORED BY THE SAN MANUEL BAND ,facebook,"native american tribes,tribes",social and cultural
207,a new corporate funded ballot prop has the power to break a long standing promise made to california tribes about gaming exclusivity should it pass it could destroy the sovereignty and economic viability of our state s tribes and jeopardize the livelihoods of thousands please support california tribes and pledge to oppose this out of state gaming initiative you can find more information by visiting the link in our bio,CALIFORNIANS FOR TRIBAL SOVEREIGNTY  SPONSORED BY THE SAN MANUEL BAND ,facebook,"tribes,economic","economic,social and cultural"
208,a new corporate funded ballot prop has the power to break a long standing promise made to california tribes about gaming exclusivity should it pass it could destroy the sovereignty and economic viability of our state s tribes and jeopardize the livelihoods of thousands please support california tribes and pledge to oppose this out of state gaming initiative,CALIFORNIANS FOR TRIBAL SOVEREIGNTY  SPONSORED BY THE SAN MANUEL BAND ,facebook,"tribes,economic","economic,social and cultural"
209,martinez property tax measure would save scenic ridgeline by shomik mukherjee bay area news group just a mile from the historic home of revered naturalist john muir lies the kind of scenic wilderness he spent his life fighting to conserve 297 acres of a grassy oak covered ridgeline landscape known as the alhambra hills for more than a decade richfield real estate corp has held onto city permits that allow it to build 109 single family homes on 70 acres of the property on the southern edge of town but instead of building the texas based property manager held off for myriad reasons over the years and agreed in march to sell the land to the city for 19 25 million so it can be preserved permanently to raise that kind of money the city has placed a property tax measure on the june 7 ballot if measure f is passed by a two thirds vote owners of single family parcels would pay 79 a year and those of nonresidential properties from 150 to 600 over the next three decades while the tax is estimated to generate 20 million during that period city officials hope environmental groups could chip in the difference if the actual amount falls short of the sales price for alhambra hills if the measure fails richfield says it intends to proceed with development to those who support the measure the decision to conserve alhambra hills for generations to come is a slam dunk it s really a magical view up there a stunning ridge said councilman mark ross who often visited the area as a child the way the forest parts into the open california grassland that s really special ross said if residents approve the tax measure the city would turn the ridgeline property into the greatest central park a city could have on the west coast the land also holds historical significance because some of it apparently once belonged to muir according to martinez resident jamie fox who leads the save alhambra hills open space committee fox a google electrical engineer said he tracked down a u s national park service map in 2014 that revealed muir owned property on the ridgeline in the 1800s with help from muir s great grandson he brought the map to city officials who hadn t known about the history when they oversaw richfield s 300 page environmental impact report years earlier this is not just a city issue fox said this is a national historic site and we can t let it be destroyed it s too special stephen nussbaum richfield s director of asset management said the company in good faith gave the city the time it needs to buy the property if measure f fails we intend to proceed with the approved project nussbaum said in an email explaining that richfield has already invested millions of dollars since buying the property richfield has been trying to get the project off the ground since the early 1990s when it initially won the city s approval for a much larger development of 212 homes on 122 acres back then environmental groups got involved and pointed out the ridgeline serves as a habitat for the threatened alameda whipsnake in the face of opposition richfield backed off and agreed to downsize the project s scale richfield subsequently discovered that building homes on the steep hillside would be much more expensive than anticipated and a once stable housing market that turned volatile in the late 2000s didn t help by the time richfield came back in 2011 seeking approval for the downsized development and promising to create a public trail network on the rest of the property city officials didn t want to see any homes built along the ridgeline but city officials felt their hands were tied because the area has been zoned residential since the 1970s and richfield had already agreed to cut the number of homes by more than half to mitigate potential environmental impacts such as harming the whipsnake so the council with ross dissenting approved permits for the 109 home development several council members made it clear they did so to avoid a potential lawsuit asked why the council had turned sour on the development after once being for it ross said the original approval came well before the value of pure open space was realized by communities and legislative bodies soon it was hey this development is really ugly i m in real estate it s my industry and i can tell you this is a significant visual detriment to many parts of martinez no organized opposition to measure f has surfaced yet ross said the public has come to understand the value of the environment he surmised that s been a gradual learning curve he added open space is the most obvious because unlike global warming you can see the subdivision on this hill forever it s a glaring environmental issue,Pete 4Joseph Sabine,facebook,"tax,chip in,environment","donation,economic,environment"
210,1 9 billion gallons of gas and diesel from the amazon rainforest was sold by major oil companies in california in 2019,Stand.earth,facebook,"gas and diesel,oil companies,rainforest",environment
211,actor will smith issues an apology to chris rock after slapping him on stage at the oscars and shock jock howard stern compares him to trump shapiro weighs in,The Daily Wire,facebook,no words,no topic
212,at a company wide meeting with staffers disney leadership announced that it is planning to take action against texas for the state s order to investigate trans medical procedures on children as child abuse shapiro weighs in,The Daily Wire,facebook,trans medical procedures,social and cultural
213,the daily wire s co ceo and god king jeremy boreing announced that the daily wire will invest a minimum of 100 million over the next three years into a line of live action and animated children s entertainment on its streaming platform shapiro explains why,The Daily Wire,facebook,no words,no topic
214,renovación de licencia de conducir renovación de pasaporte dni y pago de residente permiso de trabajo,,facebook,no words,no topic
215,plumas county news empty classrooms and quiet hallways california s rural far north grapples with declining enrollment install news app trusted by millions to stay informed of latest plumas county local news,,facebook,"classrooms,declining enrollment",education
216,please join us for this historic rally and march which will bring together parents and allies from all across california to hold child protective services and family court accountable for their unjust and discriminatory practices we can assist with transportation for those who register for more information and to register visit www familiesresist com familiesresist shutdowncps,California Families Rise,facebook,transportation,economic
217,climate coverage often skews toward doom and gloom everyone knows the catastrophic stakes of a warming planet but we like to focus on solutions rather than problems in fact the tens of trillions of dollars it will take to reach the planet s climate goals presents one of the biggest technological innovation opportunities in history earthday climatetech,,facebook,"climate,earthday",environment
218,as i ve been fighting for california in the senate for years i ll fight for you as governor too if you are fed up with the failed leadership that is destroying california join my fight to get california back on track i ll fight to reverse policies that foolishly released thousands of criminals from prison and put them back in our neighborhoods count on me to repeal laws that allow thugs to rob and steal without being held accountable the state has spent billions on the homeless but california s problem is worse than ever count on me to clean up the mess californians pay the highest rents and gas tax in the country electricity rates are among the highest in the nation the high cost of living in california places a huge burden on working people and retirees it is nearly impossible for young people to buy a home i will fight to make california affordable for families the state wasted billions on fraudulent unemployment benefits millions were scammed by criminals housed in state prisons yet hard working honest people forced out of jobs by covid 19 shutdowns had to wait months for help isn t it time to hold the administration accountable i m a business owner and farmer who will crack down on crime fix the homeless problem and get taxes down i ll fight to return billions in surplus tax dollars to the taxpayers and not waste it on more mismanaged failed programs join my fight to fix california,Brian Dahle for Governor 2022,facebook,"tax,covid,jobs,surplus,fed,business owner,laws,taxpayers,covid 19,cost of living,prison,taxes,homeless","covid,economic,governance,safety,social programs"
219,alex grew up in this community he knows the challenges we face,Alex Lee for State Assembly,facebook,no words,no topic
220,there is a future where wildlife doesn t have to compete with cars to cross the road tnc celebrated earthday at the groundbreaking of the largest wildlife crossing in the world the wallis annenberg wildlife crossing thank you for your leadership 100044216237096 california governor 100044229439663 gavin newsom sect of natural resources wade crowfoot 100063558617653 senator alex padilla ca 100044498613811 senator henry stern 100064906560760 national wildlife federation and many more this is just the beginning 2futures1choice 107745931913700 wallis annenberg wildlife crossing 100044597852035 p22 mountain lion of hollywood 100044539543137 congresswoman julia brownley 100044693033679 congressman brad sherman 100044252418360 rep ted lieu 881704735372430 repadamschiff,NATURE CONSERVANCY,facebook,"natural resources,wildlife,wade,earthday","environment,social and cultural"
221,thank you to the california republican assembly for the invitation and time to outline why i am the only conservative in the race fighting for the american people this is a big election and it s important to know the facts more can be learned at www mccarthyforvcsupervisor com californiarepublicanassembly,McCarthy for Supervisor 2022,facebook,no words,no topic
222,we re excited to partner with universal studios hollywood to power the new electric trams we hope to help the studio and other large companies find innovative ways to meet california s clean energy goals of being powered by 100 carbon free electricity by 2045 katie sloan sce vp of customer programs services,,facebook,carbon,environment
223,caleg let s pass ab2451 to ensure ca has the resources to proactively plan for and respond to our drought realties year round establishing a drought section at the state water resources control board is key to this solution 2futures1choice,NATURE CONSERVANCY,facebook,drought,environment
224,please support ab2805 to significantly improve regional conservation investment strategies rcis in support of the protection of fish wildlife and their habitats thank you 100057682586135 assemblymember rebecca bauer kahan for your leadership on this critical issue caleg 2futures1choice,NATURE CONSERVANCY,facebook,"wildlife,conservation",environment
225,how can we fix the homeless and housing crisis in our city,Jim Penman for Mayor 2022,facebook,homeless,"economic,safety"
226,emil guillermo is emil amok e293 earth day ej go vegan prof dan gonzales on politics wdaaat emil s takes on everything aaf asian american filipino and all aax s it s our micro talk show updates at www amok com,Emil Amok Guillermo,facebook,no words,no topic
227,1 on ballots 1 in hearts a veteran and retired police officer bringing real change to california vote chuck smith for u s senate,CHUCK SMITH FOR U.S. SENATE 2022,facebook,"police officer,police",safety
228,make a difference in humboldt county california join us for the humboldt county office of education virtual education job fair you deserve a career where you can grow personally and professionally edjoin org humboldt county office of education eureka city schools ajj charter school fieldbrook elementary school southernhumboldtunifiedschool edjoin teach resume hire hiring hireme k12jobs jobs jobsearch career students collegegrads northernca redwoods register here,California Center of Teaching Careers,facebook,"jobs,school,education","economic,education"
229,sumaiyya ran away from home at age 12 she got sober at 21 sumaiyya remained sober for 18 years until something terrible happened what many people do not understand about addiction is people use drugs to escape pain sumaiyya ended up homeless in venice beach california when sumaiyya went into a bridge home shelter she didn t talk her case manager shared that sumaiyya is now the life of the party sumaiyya s story validates that we can end homelessness when we help people go from the streets to shelter and then permanent supportive housing it also is a powerful reminder homeless people need housing and support to heal with pathpartners and vchcorp support sumaiyya moved into her own single apartment that provides case management and other services joe kulman from path shared in this video fighting my friend kenneth moving into a similar apartment shelters are filled with people ready and waiting to move into housing but there is no housing we can end homelessness we ve known how to end homelessness for years we just lack the political and public will to end homelessness instead cities continue to invest in criminalizing homelessness over creating the affordable housing and support services needed that s where you come in we all must advocate for more housing and support services and stop homeless sweeps at the local level at the same time we must continue to pressure state and federal legislators your voice can help end homelessness if we do not fix the affordable housing crisis homelessness will continue to get worse losangeles venicebeach homeless housingfirst invisiblepeople,"INVISIBLE PEOPLE, A CALIFORNIA NONPROFIT CORPORATION",facebook,"affordable housing,drugs,homelessness,addiction,homeless","economic,health,safety,social programs"
230,politicians keep telling you that we just have a housing problem while throwing billions of your tax dollars at programs that don t require treatment for the root causes of homelessness drugs and mental health it s time to lead on this issue rather than repeating the same failed talking points of the past,Schubert for Attorney General 2022,facebook,"tax,health,homelessness,drugs","economic,health,safety"
231,out of all the candidates in the field lisa bartlett by far and away gives republicans the best shot to defeat mike levin and win back the seat vote for conservative fighter lisa bartlett,Lisa Bartlett for Congress 2022,facebook,no words,no topic
